cell_type_str_custom	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
UC FBs	HTRA3	8.940078081035897e-7	0.392028423867189	0.316	0.037	0.019465232005839456
UC FBs	TMEM158	8.951101284112891e-7	0.7555625428879997	0.437	0.159	0.019489232825898997
UC FBs	DKK3	1.2448071188843874e-6	0.5071721169165578	0.46	0.159	0.027103185399469768
UC FBs	AFF3	1.262598554727795e-6	-0.2282119858846684	0.084	0.305	0.027490558332088282
UC FBs	CTHRC1	1.4114504233831723e-6	0.7398073388793225	0.353	0.085	0.03073151006832181
UC FBs	MPEG1	1.6100798622517294e-6	-0.7476956723937737	0.005	0.122	0.035056268840806905
UC FBs	C1QA	1.6287824280950904e-6	-1.3288167039825742	0.005	0.122	0.0354634798069144
UC FBs	EMP1	1.6811249424188152e-6	0.36253978864581593	0.377	0.085	0.03660313337128486
UC FBs	COL1A1	1.7402325638823775e-6	0.9555086715216277	0.94	0.78	0.03789008361341101
UC FBs	MYO1F	1.7413330347460314e-6	-0.14251726477978535	0.005	0.122	0.037914044165525344
UC FBs	CCRL2	1.847193786533048e-6	-0.21875041555258593	0.005	0.122	0.04021895031418406
UC FBs	NCAM1	2.0374133740996888e-6	0.3716940937803359	0.293	0.037	0.044360601394272524
UC FBs	CPVL	2.2633466107814975e-6	-0.7769782782131606	0.009	0.134	0.049279845756545544
UC FBs	FGL2	2.5064471650356314e-6	-1.0697256254730774	0.019	0.159	0.054572874124320804
UC FBs	IL10RA	2.6036343749331215e-6	-0.3330139091806852	0.014	0.146	0.05668893124541886
UC FBs	SELENOM	2.6447872582943984e-6	0.4465178855780807	0.86	0.756	0.057584952974843936
UC FBs	RASGEF1B	2.7580638311823506e-6	-0.31562216646881597	0.014	0.146	0.06005132379633332
UC FBs	NPY	3.357147974741234e-6	-0.5540190756873795	0.019	0.159	0.07309518285404089
UC FBs	COL18A1	3.523143484962131e-6	0.5857006363597805	0.553	0.293	0.07670940309808048
UC FBs	ACP5	3.752612870546577e-6	-0.4608152031913293	0.163	0.402	0.08170564003041061
UC FBs	PTGER4	3.871959032236921e-6	-0.5341890507556142	0.256	0.5	0.08430416400889448
UC FBs	CYR61	3.898558722698908e-6	0.6551115312621301	0.581	0.317	0.08488331906932332
UC FBs	PDGFRB	4.184883441691204e-6	0.30858167047027973	0.298	0.049	0.09111746717594259
UC FBs	LRP1	4.843912739815822e-6	0.3678427012362311	0.814	0.549	0.1054665120840099
UC FBs	CTSK	5.473984362284654e-6	0.7866304197179824	0.674	0.463	0.11918506152002377
UC FBs	FBLN5	5.51757029207069e-6	0.3816643951994674	0.386	0.122	0.12013405796925512
UC FBs	VCAM1	5.727105793245392e-6	0.4223755802564809	0.279	0.037	0.12469627443633192
UC FBs	DDR2	6.118536999729649e-6	0.3866574976544019	0.53	0.256	0.13321890609511364
UC FBs	LAPTM5	6.325637090404992e-6	-0.6703715889592308	0.033	0.183	0.1377280963693879
UC FBs	CLEC10A	6.862664267013694e-6	-0.7647901057530736	0.005	0.11	0.14942078908568915
UC FBs	HLA-DPA1	7.005708110311436e-6	-1.7545643259082329	0.112	0.317	0.1525352826858109
UC FBs	STAB1	7.019405141493809e-6	-0.45617482363482703	0.005	0.11	0.1528335081457447
UC FBs	HLA-DOA	7.097299459991707e-6	-0.242600723336768	0.005	0.11	0.15452950114239944
UC FBs	ADAP2	7.254329128078443e-6	-0.15298856464708077	0.005	0.11	0.15794850810565195
UC FBs	PTPN6	7.254329128078443e-6	-0.17360785184981647	0.005	0.11	0.15794850810565195
UC FBs	CADM3	7.254508181025509e-6	-0.16335135168262738	0.005	0.11	0.15795240662546842
UC FBs	B3GNT7	7.332190482934064e-6	-0.15298856464708077	0.005	0.11	0.15964378338492338
UC FBs	ADAMTS5	7.412565525429447e-6	0.3170150645986546	0.27	0.037	0.16139378918517536
UC FBs	CNN2	7.446489216539344e-6	0.32255524497427	0.447	0.171	0.16213240971171114
UC FBs	C1QC	7.599530548217219e-6	-0.8740237767468619	0.005	0.11	0.16546457862633351
UC FBs	DCN	7.983124481225591e-6	0.9781847400703408	0.595	0.366	0.1738165693297248
UC FBs	AC020656.1	9.22620779094699e-6	-0.5492370176503212	0.009	0.122	0.20088222223228883
UC FBs	SEMA3E	9.426631703884954e-6	-0.21468213365242078	0.023	0.159	0.2052460520886871
UC FBs	SPI1	9.51039591096322e-6	-0.22841232646432283	0.009	0.122	0.20706985016940221
UC FBs	AC007952.4	9.603140029699104e-6	-0.18171982268756212	0.033	0.183	0.2090891678666386
UC FBs	PODN	9.716983077211565e-6	0.37679807176016167	0.419	0.146	0.2115678725401274
UC FBs	C1QB	1.0118516848101973e-05	-1.0917521523732943	0.009	0.122	0.22031046733372425
UC FBs	SECTM1	1.0507224662010325e-5	-0.12731620959295398	0.009	0.122	0.2287738025659508
UC FBs	EFEMP2	1.150697806590067e-5	0.29175539783941684	0.433	0.159	0.25054143342885526
UC FBs	NEGR1	1.1597596921064473e-5	0.4342100379034838	0.474	0.22	0.25251447776233676
UC FBs	CA1	1.2325653251190905e-5	-0.17454356820891048	0.014	0.134	0.26836644823817957
UC FBs	UGCG	1.2401250869978529e-5	0.4435777879070838	0.46	0.195	0.2700124351920425
UC FBs	CYTL1	1.2783279344414692e-5	-0.2263198377326303	0.023	0.159	0.2783303411659411
UC FBs	FIBIN	1.594981047614473e-5	0.3143340978453969	0.219	0.012	0.3472752234970992
UC FBs	CPXM1	1.612015797159673e-5	0.2871215343205121	0.219	0.012	0.3509841995155756
UC FBs	PTGDS	1.6783752222225804e-5	0.8751663110680016	0.335	0.085	0.36543263713452245
UC FBs	ELN	1.7511963638539545e-5	0.3300022601254657	0.256	0.037	0.3812879843019215
UC FBs	MXRA5	2.7837245217579096e-5	0.48337009295932276	0.688	0.476	0.6061003401223497
UC FBs	PLOD2	2.8993003272441036e-5	0.3806061673801859	0.474	0.22	0.6312646602508587
UC FBs	COL6A3	3.1838054113566224e-5	0.528279426544354	0.888	0.756	0.6932099522146774
UC FBs	FSTL1	3.522627761696376e-5	0.4748657628778775	0.674	0.463	0.7669817425541519
UC FBs	PCOLCE	3.622436455161044e-5	0.4766013178146373	0.698	0.476	0.7887130893822141
UC FBs	ACTG2	3.6822717068476646e-5	0.5863785565267509	0.321	0.085	0.801741018731942
UC FBs	PTN	3.7855827974778355e-5	-0.5477583836384974	0.274	0.476	0.8242349424948491
UC FBs	TET2	3.88184203366274e-5	-0.30999231345674566	0.149	0.354	0.8451934659893884
UC FBs	ZCCHC24	3.981605395752593e-5	0.3135727204076819	0.409	0.171	0.8669149428172122
UC FBs	AOAH	4.096517525327204e-5	-0.18459390406241194	0.009	0.11	0.8919347607894921
UC FBs	HLA-DMA	4.1028223780271624e-5	-0.5652796378256453	0.014	0.122	0.8933075163678541
UC FBs	PLAC8	4.118973074208686e-5	-0.21468213365242078	0.023	0.146	0.8968240074474572
UC FBs	DACH1	4.334100094603616e-5	-0.3475918062869059	0.172	0.378	0.9436636135980453
UC FBs	CA2	4.3689105131970466e-5	-0.18996756788816838	0.019	0.134	0.9512428860383929
UC FBs	PKIB	4.449036793605893e-5	-0.22381461721569326	0.014	0.122	0.9686887810718111
UC FBs	LPCAT2	4.507538671211291e-5	-0.15072355801622883	0.023	0.146	0.9814263948828345
UC FBs	CFH	4.5375006193762115e-5	0.4128968363019372	0.707	0.476	0.9879500098567825
UC FBs	FBN1	4.8685424216845136e-5	0.34054556200884867	0.609	0.366	1
UC FBs	RPLP1	4.934507312084438e-5	0.21807511674375135	0.995	1	1
UC FBs	TYROBP	5.0109360716968594e-5	-0.90195205711421	0.051	0.195	1
UC FBs	MXRA8	5.2298025130001724e-5	0.36759323406427424	0.633	0.402	1
UC FBs	SPTBN1	5.2644692949657466e-5	0.3339315382653555	0.591	0.329	1
UC FBs	TXNIP	5.5173218794504726e-5	-0.6510289416929242	0.828	0.915	1
UC FBs	MYLK	5.817324221353225e-5	0.33818348903613293	0.6	0.341	1
UC FBs	BCL2A1	5.96208833305099e-5	-0.7095731286792204	0.037	0.171	1
UC FBs	ETV3	6.0267582823106824e-5	-0.2580325745260347	0.093	0.268	1
UC FBs	PLXDC1	6.590564739168446e-5	0.36521716641653235	0.288	0.073	1
UC FBs	LGALS4	6.926274203703024e-5	-0.49236356092625533	0.112	0.305	1
UC FBs	NR2F2	7.312983177896807e-5	0.3627373139367499	0.349	0.122	1
UC FBs	CXCL1	7.394806402885972e-5	1.060462983633399	0.209	0.024	1
UC FBs	COL8A1	7.622127458622225e-5	0.4562771319321622	0.195	0.012	1
UC FBs	PTGIS	7.724955774024836e-5	0.3259153140689187	0.237	0.037	1
UC FBs	IL1B	8.287227177954746e-5	-2.183059806662517	0.028	0.146	1
UC FBs	ADA2	8.795917644773837e-5	-0.2752458806983855	0.033	0.159	1
UC FBs	ITGA8	9.139895505097439e-5	-0.4642664576955443	0.158	0.354	1
UC FBs	ITIH5	9.634920969051678e-5	0.5328631171661402	0.363	0.134	1
UC FBs	EDNRA	1.0684426874698065e-4	0.2641515750415869	0.163	0	1
UC FBs	FXYD3	1.0770217157455316e-4	-0.2991710748251623	0.074	0.232	1
UC FBs	MAP1B	1.1362262421187662e-4	-0.4540238225903722	0.288	0.512	1
UC FBs	PPIC	1.1572681727188494e-4	0.3706399058572922	0.521	0.293	1
UC FBs	HLA-DRA	1.2032490247589371e-4	-2.7271711821651388	0.065	0.207	1
UC FBs	SOD3	1.206259326918602e-4	0.4743353191871921	0.591	0.366	1
UC FBs	SERPINB9	1.2538083946909715e-4	-0.41299869989554094	0.047	0.183	1
UC FBs	LCP1	1.2720587588560328e-4	-0.43547155574759944	0.042	0.171	1
UC FBs	PHGR1	1.281991739180897e-4	-1.2086564014854493	0.237	0.451	1
UC FBs	SLC43A2	1.2995810435029195e-4	-0.13010427081349313	0.028	0.146	1
UC FBs	RBP1	1.358011162041364e-4	0.4255552331738607	0.642	0.451	1
UC FBs	SEPT7	1.3596189284631637e-4	0.28143923962538053	0.809	0.646	1
UC FBs	APOC1	1.363831199124207e-4	-0.18339797009487585	0.102	0.28	1
UC FBs	TCEAL9	1.3738759512852425e-4	0.36483009460988036	0.67	0.451	1
UC FBs	NCF4	1.3934855399789985e-4	-0.22919517345772414	0.023	0.134	1
UC FBs	ARHGDIB	1.4583589235091986e-4	-0.32417237703057966	0.047	0.183	1
UC FBs	GEM	1.4680394293956146e-4	0.4880036239278326	0.479	0.256	1
UC FBs	HHIP	1.4970456739508522e-4	-0.4273908076740509	0.107	0.28	1
UC FBs	HBEGF	1.627022373012278e-4	-0.27907040311815945	0.084	0.244	1
UC FBs	THEMIS2	1.7032478642099863e-4	-0.13330060967486135	0.014	0.11	1
UC FBs	NUAK1	1.7709830868253398e-4	0.17629950863716373	0.353	0.122	1
UC FBs	HSPB1	1.7805745212767064e-4	0.36596149097638975	0.809	0.671	1
UC FBs	GRIN2A	1.7862074350745503e-4	-0.1808765961869164	0.019	0.122	1
UC FBs	DOCK2	1.83014142098633e-4	-0.15525871318162	0.014	0.11	1
UC FBs	CKAP4	1.852669575939601e-4	0.20389404204808254	0.405	0.159	1
UC FBs	APOD	1.8680618524147957e-4	0.8916228751664015	0.4	0.171	1
UC FBs	GPA33	1.9053668700942173e-4	-0.16087592948024684	0.019	0.122	1
UC FBs	VAMP8	1.9966371947565466e-4	-0.2958775214345406	0.07	0.22	1
UC FBs	H3F3B	2.1282863126566423e-4	-0.2491101035222849	0.977	1	1
UC FBs	ENPP2	2.1755892025913378e-4	-0.28677194164990544	0.102	0.268	1
UC FBs	CMKLR1	2.216264674380409e-4	-0.14969366875022844	0.056	0.195	1
UC FBs	FAM53C	2.2309476339288245e-4	-0.2532272906525549	0.065	0.207	1
UC FBs	SLITRK6	2.292640250127277e-4	-0.48487789859173236	0.181	0.366	1
UC FBs	FBLN1	2.2976939488994876e-4	0.550496680152756	0.605	0.402	1
UC FBs	C16orf89	2.301092828131239e-4	-0.10331695484984313	0.042	0.171	1
UC FBs	OGFRL1	2.3953847593113903e-4	-0.2171873541693582	0.065	0.207	1
UC FBs	USP37	2.3998998086374092e-4	-0.17458767645054268	0.065	0.207	1
UC FBs	PAPPA2	2.4352697811181765e-4	0.32884952224565744	0.172	0.012	1
UC FBs	NAAA	2.628365725617801e-4	-0.17979982209773782	0.065	0.207	1
UC FBs	TOX	2.717941547147459e-4	-0.21498024067504887	0.172	0.366	1
UC FBs	ROBO1	2.8366376704778014e-4	0.29334532051275	0.349	0.146	1
UC FBs	RHOBTB3	2.913835315093123e-4	0.20283131297191806	0.4	0.171	1
UC FBs	FAP	2.9406558871293326e-4	0.22407335147417623	0.144	0	1
UC FBs	FABP4	2.9587898230267194e-4	0.3264554583777417	0.144	0	1
UC FBs	SSR3	3.102131852480098e-4	0.26983858482005374	0.553	0.329	1
UC FBs	TSHZ2	3.159550580922875e-4	0.30345553481302223	0.609	0.378	1
UC FBs	TNFRSF12A	3.372964341115692e-4	0.3053190248354633	0.223	0.049	1
UC FBs	PHACTR1	3.4111136708748325e-4	-0.275286280657991	0.028	0.134	1
UC FBs	MYLIP	3.490399916121419e-4	-0.26684232216357495	0.153	0.329	1
UC FBs	UCP2	3.5584124735678097e-4	-0.15072355801622883	0.028	0.134	1
UC FBs	ZNF385A	3.558755422600027e-4	-0.16087592948024684	0.028	0.134	1
UC FBs	FRZB	3.5791167812405326e-4	-0.6573936206101489	0.498	0.585	1
UC FBs	HLA-DPB1	3.7013219531258133e-4	-1.7340270025594835	0.135	0.293	1
UC FBs	LRRC15	3.7588813240027e-4	0.16275146059985737	0.14	0	1
UC FBs	ROBO2	3.7738164022722473e-4	0.20151600405010175	0.14	0	1
UC FBs	CLEC11A	3.774420010037612e-4	0.3217320544767933	0.623	0.427	1
UC FBs	GPR183	3.9307716166139296e-4	-1.1357690377900689	0.023	0.122	1
UC FBs	C9orf3	4.021397761194187e-4	0.35587434995106093	0.614	0.427	1
UC FBs	CKB	4.1085108264515613e-4	-0.21792911892908454	0.112	0.28	1
UC FBs	LUM	4.166978809095728e-4	1.3150083753461983	0.595	0.488	1
UC FBs	ADAMTS12	4.2550806715888897e-4	0.22203551795984802	0.181	0.024	1
UC FBs	TNFAIP6	4.2895546370844747e-4	0.4830002020729158	0.181	0.024	1
UC FBs	ITGB1	4.4481142475605247e-4	0.3231406580253372	0.791	0.634	1
UC FBs	PKM	4.5834186022787496e-4	0.2926977569479483	0.6	0.402	1
UC FBs	SH3RF3	4.6664891250064867e-4	0.15345578426022283	0.228	0.049	1
UC FBs	TWIST1	4.837768034847896e-4	0.2090917978585594	0.135	0	1
UC FBs	CHI3L1	4.870935378866985e-4	0.8657315620760417	0.135	0	1
UC FBs	FKBP7	5.083684013478393e-4	0.17510304614257674	0.33	0.122	1
UC FBs	CCL4L2	5.111475829552397e-4	-1.3374905251956204	0.019	0.11	1
UC FBs	LAMA5	5.156543354530276e-4	-0.2846607124641315	0.237	0.427	1
UC FBs	ENC1	5.198698880146088e-4	0.331066818054305	0.428	0.22	1
UC FBs	LAMA4	5.245489705263158e-4	0.3024652835839232	0.786	0.573	1
UC FBs	SMIM22	5.447975335948577e-4	-0.19292911353953035	0.042	0.159	1
UC FBs	ITGA9	5.535446411258766e-4	-0.13278585732956136	0.023	0.122	1
UC FBs	F2R	5.547357316476395e-4	0.4657087049628549	0.605	0.415	1
UC FBs	PLTP	5.574849851586577e-4	0.2949306336883607	0.474	0.256	1
UC FBs	FRMD4B	5.610837881454172e-4	-0.1495580295502917	0.019	0.11	1
UC FBs	GMFG	5.772309349670056e-4	-0.3577829772930941	0.344	0.524	1
UC FBs	FMOD	5.946130276110895e-4	0.21387153751688265	0.237	0.061	1
UC FBs	GSAP	5.967674737242369e-4	-0.09663562809594932	0.019	0.11	1
UC FBs	CDHR5	5.979051278377687e-4	-0.19072889262992804	0.019	0.11	1
UC FBs	CNOT6L	5.989762435879313e-4	-0.17404197384491327	0.195	0.39	1
UC FBs	COL5A2	6.004113325046296e-4	0.4131162548436841	0.721	0.561	1
UC FBs	CNN3	6.038593141703273e-4	0.25887029526200234	0.735	0.585	1
UC FBs	CD14	6.059686678632632e-4	-0.2578124556609591	0.056	0.183	1
UC FBs	NCOA3	6.060345098731483e-4	-0.1785218666522456	0.181	0.366	1
UC FBs	SPCS3	6.154190401413354e-4	0.19201578891252868	0.456	0.22	1
UC FBs	ZFP36L2	6.246019771007914e-4	0.37559951545875014	0.823	0.756	1
UC FBs	SNHG15	6.358073240475789e-4	-0.17114175935462303	0.079	0.22	1
UC FBs	DPYSL3	6.53061640872173e-4	0.2046520964116102	0.27	0.085	1
UC FBs	EFHD2	6.834795704106179e-4	-0.2939386595849989	0.153	0.317	1
UC FBs	PRPSAP2	6.899819957847727e-4	-0.14215422248137072	0.079	0.22	1
UC FBs	ADAMTS2	7.316641203362706e-4	0.23178463198001958	0.191	0.037	1
UC FBs	IL7R	7.328111263946396e-4	0.5059897202976145	0.205	0.049	1
UC FBs	ANTXR1	7.365781960495265e-4	0.36953309888210084	0.572	0.354	1
UC FBs	LRIG1	7.483905923708774e-4	0.21732577238497008	0.233	0.061	1
UC FBs	SELENOP	7.5500893296175e-4	-1.1174016810331318	0.493	0.646	1
UC FBs	CAVIN2	7.836378316791117e-4	0.17692627142797296	0.191	0.037	1
UC FBs	NID2	7.837181702523304e-4	0.20290175783123363	0.191	0.037	1
UC FBs	FAM49B	7.900422720444778e-4	-0.2111795031012187	0.107	0.256	1
UC FBs	TBXAS1	7.974021557871105e-4	-0.17896405105034163	0.051	0.171	1
UC FBs	MMP2	8.084067546669614e-4	0.4017006865255244	0.842	0.634	1
UC FBs	CHD1	8.442785116917695e-4	-0.3051918241899436	0.167	0.329	1
UC FBs	COX7A1	8.866616739562912e-4	0.2491038589824442	0.54	0.317	1
UC FBs	OSTC	9.163533197132375e-4	0.27147021969590523	0.623	0.415	1
UC FBs	NUPR1	9.51352246604215e-4	0.2806941832700338	0.721	0.549	1
UC FBs	TRAC	9.689668005996142e-4	0.2604958326277031	0.256	0.085	1
UC FBs	LPXN	9.765933839182186e-4	-0.13724020767894174	0.033	0.134	1
UC FBs	PTX3	0.0010045527294502718	-0.3004033979098356	0.126	0.28	1
UC FBs	SQLE	0.0010113648827467657	0.1468148683370448	0.121	0	1
UC FBs	TNFSF13B	0.001017756818027586	-0.23887823652751078	0.028	0.122	1
UC FBs	WNT2	0.0010189060978099947	0.2992428948528569	0.121	0	1
UC FBs	C12orf57	0.0010209999010912742	0.26358452087272055	0.772	0.622	1
UC FBs	ACTG1	0.0010378225877450094	0.3506003107205362	0.967	0.927	1
UC FBs	VCL	0.0010607171985575503	0.24072493928775995	0.609	0.39	1
UC FBs	ADAMTS8	0.0012022665531896115	0.18499424627949887	0.163	0.024	1
UC FBs	NCOA7	0.001202874710628056	0.33140380205075415	0.279	0.11	1
UC FBs	RFTN1	0.0012202794260593181	0.15044186477283913	0.163	0.024	1
UC FBs	P4HA2	0.0012404275450652014	0.26213845437282024	0.405	0.22	1
UC FBs	PITX1	0.0012626799799263326	0.2750284457343566	0.674	0.512	1
UC FBs	RUNX1	0.0012660249498648117	0.2064005184208838	0.6	0.378	1
UC FBs	RBM47	0.0012799678121515534	-0.1462088776617021	0.028	0.122	1
UC FBs	STEAP4	0.001297192496361559	0.22407335147417623	0.116	0	1
UC FBs	HSD11B1	0.0012992849526560143	0.22778393087071197	0.116	0	1
UC FBs	ISLR	0.0013061785572215459	0.447314528603733	0.363	0.195	1
UC FBs	GFOD1	0.0013111435482787053	-0.21386346803158485	0.07	0.195	1
UC FBs	ITGB5	0.0013520218005447912	0.2516882107438672	0.307	0.134	1
UC FBs	HTRA1	0.0013543647638830448	0.2755989608819377	0.633	0.439	1
UC FBs	FCGBP	0.001377053090969893	-0.5904052725618476	0.042	0.146	1
UC FBs	PLAU	0.0013797423740057285	0.6712716276731054	0.558	0.39	1
UC FBs	CLMP	0.0014039236076636152	0.18455428378499317	0.609	0.366	1
UC FBs	RILPL2	0.0014112953193774025	-0.38810830700800636	0.14	0.28	1
UC FBs	CLIC2	0.0014233585826952957	-0.1866884830929228	0.116	0.268	1
UC FBs	DOCK10	0.0014333568541316972	-0.1346394259788843	0.023	0.11	1
UC FBs	PCK1	0.0014450278048357044	-0.11520749267905903	0.028	0.122	1
UC FBs	GBP5	0.0014539149727556186	-0.10169527025953023	0.028	0.122	1
UC FBs	ARRB2	0.00148484868785665	-0.15525871318162	0.023	0.11	1
UC FBs	DIO2	0.0014858655821557852	0.30858167047027973	0.14	0.012	1
UC FBs	CD48	0.001489591962148659	-0.24888888905395662	0.042	0.146	1
UC FBs	MMP1	0.001506075753986187	1.7918628230599902	0.181	0.037	1
UC FBs	STOM	0.0015097377471925016	0.19866880729967212	0.46	0.244	1
UC FBs	INPP5D	0.001537587156503956	-0.11358601678105193	0.023	0.11	1
UC FBs	LIMCH1	0.0015666277628599004	0.28748271703363726	0.34	0.159	1
UC FBs	WNT2B	0.0016118913207670523	0.19185192164464857	0.274	0.098	1
UC FBs	PGF	0.0016181442267322456	0.17229192136170754	0.214	0.061	1
UC FBs	PLAC9	0.0016444750835447825	0.28998639221073524	0.474	0.28	1
UC FBs	TNFSF11	0.001650282158516511	0.15481491100412104	0.112	0	1
UC FBs	COL11A1	0.0016532192102365834	0.19004360288786487	0.112	0	1
UC FBs	MMP3	0.0016595150257448696	1.6707736356671479	0.112	0	1
